Horse_ID,Heart_Rate,Respiration_Rate,Temperature,Movement_Activity,Reaction_Score,Therapy_Readiness,Health_Status,Readiness_Score,Alert,Care_Recommendation
TH01089,37,8,37.9,7,4,High,Critical,0.94,Emergency,Veterinary Checkup
TH01090,31,12,37.8,6,4,Medium,Critical,0.4,Emergency,Veterinary Checkup
TH01091,38,13,38.0,1,1,High,Critical,0.48,Emergency,Veterinary Checkup
TH01092,44,17,37.0,6,3,High,Healthy,0.32,No Alert,No Change
TH01093,40,11,37.4,7,1,High,Healthy,0.75,No Alert,No Change
TH01094,38,8,37.0,4,3,High,Critical,0.97,Emergency,Veterinary Checkup
TH01095,30,11,37.3,8,1,Medium,Critical,0.71,Emergency,Veterinary Checkup
TH01096,44,15,38.0,8,4,High,Healthy,0.69,No Alert,No Change
TH01097,30,8,37.6,7,3,Medium,Critical,0.64,Emergency,Veterinary Checkup
TH01098,52,15,38.8,2,1,High,Healthy,0.27,No Alert,No Change
TH01099,45,21,37.6,6,2,High,Healthy,0.78,No Alert,No Change
TH01100,30,9,37.5,6,4,Medium,Critical,0.68,Emergency,Veterinary Checkup
TH01101,41,15,37.6,7,4,High,Healthy,0.73,No Alert,No Change
TH01102,37,11,37.2,6,2,High,Critical,0.92,Emergency,Veterinary Checkup
TH01103,48,12,37.5,2,1,High,Healthy,0.83,No Alert,No Change
TH01104,58,19,38.1,8,3,High,Healthy,0.82,No Alert,No Change
TH01105,30,9,37.6,4,4,Medium,Critical,0.94,Emergency,Veterinary Checkup
TH01106,46,15,37.1,9,1,High,Healthy,0.99,No Alert,No Change
TH01107,43,14,37.0,8,2,High,Healthy,0.67,No Alert,No Change
TH01108,51,18,37.3,3,3,High,Healthy,0.29,No Alert,No Change
TH01109,47,15,37.5,3,1,High,Healthy,0.57,No Alert,No Change
TH01110,37,10,38.1,8,1,High,Critical,0.83,Emergency,Veterinary Checkup
TH01111,41,15,36.8,2,4,Medium,Healthy,0.22,No Alert,No Change
TH01112,37,8,37.3,9,4,High,Critical,0.25,Emergency,Veterinary Checkup
TH01113,55,14,37.6,4,3,High,Healthy,0.25,No Alert,No Change
TH01114,45,16,36.6,6,1,Medium,Critical,0.78,Emergency,Veterinary Checkup
TH01115,64,22,37.1,3,2,High,Healthy,0.6,No Alert,No Change
TH01116,44,15,37.2,3,2,High,Healthy,0.5,No Alert,No Change
TH01117,37,10,37.1,3,3,High,Critical,0.28,Emergency,Veterinary Checkup
TH01118,30,9,37.6,2,1,Medium,Critical,0.79,Emergency,Veterinary Checkup
TH01119,30,9,37.4,8,4,Medium,Critical,0.46,Emergency,Veterinary Checkup
TH01120,30,8,37.2,9,1,Medium,Critical,0.41,Emergency,Veterinary Checkup
TH01121,47,14,37.7,8,4,High,Healthy,0.72,No Alert,No Change
TH01122,50,18,38.4,3,2,High,Healthy,0.65,No Alert,No Change
TH01123,30,13,38.3,7,3,Medium,Critical,0.49,Emergency,Veterinary Checkup
TH01124,53,17,36.5,2,3,Medium,Critical,0.71,Emergency,Veterinary Checkup
TH01125,40,15,37.8,4,3,High,Healthy,0.42,No Alert,No Change
TH01126,46,12,37.4,6,4,High,Healthy,0.84,No Alert,No Change
TH01127,61,22,37.6,5,2,High,Healthy,0.38,No Alert,No Change
TH01128,53,16,37.3,9,2,High,Healthy,0.33,No Alert,No Change
TH01129,42,15,37.6,4,3,High,Healthy,0.83,No Alert,No Change
TH01130,36,12,37.6,5,3,High,Critical,0.77,Emergency,Veterinary Checkup
TH01131,30,13,37.2,4,4,Medium,Critical,0.35,Emergency,Veterinary Checkup
TH01132,37,11,37.1,8,4,High,Critical,0.29,Emergency,Veterinary Checkup
TH01133,42,15,37.3,8,1,High,Healthy,0.87,No Alert,No Change
TH01134,35,11,37.6,3,4,High,Critical,0.82,Emergency,Veterinary Checkup
TH01135,43,14,37.8,1,1,High,Healthy,0.46,No Alert,No Change
TH01136,45,15,37.9,6,3,High,Healthy,0.73,No Alert,No Change
TH01137,42,12,37.3,2,2,High,Healthy,0.3,No Alert,No Change
TH01138,38,13,37.6,2,4,High,Critical,0.61,Emergency,Veterinary Checkup
TH01139,46,15,38.0,3,2,High,Healthy,0.21,No Alert,No Change
TH01140,49,17,38.1,8,4,High,Healthy,0.51,No Alert,No Change
TH01141,34,12,37.5,3,4,Medium,Critical,0.26,Emergency,Veterinary Checkup
TH01142,59,21,37.4,7,1,High,Healthy,0.58,No Alert,No Change
TH01143,44,17,37.6,9,4,High,Healthy,0.54,No Alert,No Change
TH01144,45,13,36.9,8,3,Medium,Healthy,0.56,No Alert,No Change
TH01145,52,19,37.4,1,2,High,Healthy,0.24,No Alert,No Change
TH01146,47,13,37.9,7,4,High,Healthy,0.49,No Alert,No Change
TH01147,54,19,37.8,7,2,High,Healthy,0.81,No Alert,No Change
TH01148,47,17,37.4,8,2,High,Healthy,0.5,No Alert,No Change
TH01149,38,9,37.6,5,2,High,Critical,0.77,Emergency,Veterinary Checkup
TH01150,48,16,37.1,9,4,High,Healthy,0.5,No Alert,No Change
TH01151,33,10,37.9,9,1,Medium,Critical,0.54,Emergency,Veterinary Checkup
TH01152,46,14,37.5,8,2,High,Healthy,0.65,No Alert,No Change
TH01153,44,17,37.4,6,2,High,Healthy,0.96,No Alert,No Change
TH01154,42,13,37.3,6,4,High,Healthy,0.29,No Alert,No Change
TH01155,43,13,37.5,1,4,High,Healthy,0.23,No Alert,No Change
TH01156,30,10,37.3,6,3,Medium,Critical,0.69,Emergency,Veterinary Checkup
TH01157,39,14,37.8,4,3,High,Critical,0.96,Emergency,Veterinary Checkup
TH01158,45,15,37.3,4,1,High,Healthy,0.99,No Alert,No Change
TH01159,46,18,38.3,2,1,High,Healthy,0.59,No Alert,No Change
TH01160,34,12,38.2,4,1,Medium,Critical,0.57,Emergency,Veterinary Checkup
TH01161,57,15,37.1,5,1,High,Healthy,0.72,No Alert,No Change
TH01162,36,11,37.5,5,2,High,Critical,0.64,Emergency,Veterinary Checkup
TH01163,54,17,37.2,5,4,High,Healthy,0.71,No Alert,No Change
TH01164,49,17,37.3,4,3,High,Healthy,0.9,No Alert,No Change
TH01165,38,8,38.5,1,2,High,Critical,0.8,Emergency,Veterinary Checkup
TH01166,62,26,37.3,8,4,High,Healthy,0.6,No Alert,No Change
TH01167,33,12,37.7,3,4,Medium,Critical,0.57,Emergency,Veterinary Checkup
TH01168,54,18,37.8,2,2,High,Healthy,0.71,No Alert,No Change
TH01169,55,21,37.0,9,2,High,Healthy,0.56,No Alert,No Change
TH01170,38,17,37.1,7,3,High,Critical,0.57,Emergency,Veterinary Checkup
TH01171,58,21,36.9,9,1,Medium,Healthy,0.21,No Alert,No Change
TH01172,42,16,37.1,2,1,High,Healthy,0.34,No Alert,No Change
TH01173,47,16,36.5,9,3,Medium,Critical,0.59,Emergency,Veterinary Checkup
TH01174,47,15,37.8,9,3,High,Healthy,0.86,No Alert,No Change
TH01175,43,13,38.5,9,1,High,Healthy,0.42,No Alert,No Change
TH01176,53,16,37.6,4,2,High,Healthy,0.62,No Alert,No Change
TH01177,52,16,36.8,3,1,Medium,Healthy,0.48,No Alert,No Change
TH01178,30,8,37.2,6,4,Medium,Critical,0.28,Emergency,Veterinary Checkup
TH01179,58,19,37.3,3,4,High,Healthy,0.97,No Alert,No Change
TH01180,30,8,37.0,9,3,Medium,Critical,0.88,Emergency,Veterinary Checkup
TH01181,55,19,37.9,3,1,High,Healthy,0.26,No Alert,No Change
TH01182,56,19,37.9,2,1,High,Healthy,0.78,No Alert,No Change
TH01183,34,12,36.9,8,4,Medium,Critical,0.48,Emergency,Veterinary Checkup
TH01184,40,12,37.9,6,1,High,Healthy,1.0,No Alert,No Change
TH01185,33,17,38.3,8,3,Medium,Critical,0.44,Emergency,Veterinary Checkup
TH01186,42,17,38.5,7,3,High,Healthy,0.39,No Alert,No Change
TH01187,41,11,38.9,3,4,High,Healthy,0.65,No Alert,No Change
TH01188,52,18,37.0,8,1,High,Healthy,0.87,No Alert,No Change
TH01189,58,18,38.9,1,1,High,Healthy,0.35,No Alert,No Change
TH01190,58,17,37.3,1,4,High,Healthy,0.77,No Alert,No Change
TH01191,39,10,37.2,8,2,High,Critical,0.25,Emergency,Veterinary Checkup
TH01192,42,15,37.7,9,2,High,Healthy,0.94,No Alert,No Change
TH01193,30,9,37.2,6,1,Medium,Critical,0.26,Emergency,Veterinary Checkup
TH01194,36,14,37.7,5,3,High,Critical,0.93,Emergency,Veterinary Checkup
TH01195,54,20,36.8,2,2,Medium,Healthy,0.59,No Alert,No Change
TH01196,61,23,37.4,9,1,High,Healthy,0.56,No Alert,No Change
TH01197,32,9,38.1,6,2,Medium,Critical,0.98,Emergency,Veterinary Checkup
TH01198,39,14,37.5,8,4,High,Critical,0.99,Emergency,Veterinary Checkup
TH01199,44,16,37.6,9,2,High,Healthy,0.72,No Alert,No Change
TH01200,47,15,37.7,9,2,High,Healthy,0.3,No Alert,No Change
TH01201,36,10,38.1,8,4,High,Critical,0.6,Emergency,Veterinary Checkup
TH01202,49,20,36.7,8,3,Medium,Critical,0.62,Emergency,Veterinary Checkup
TH01203,40,14,37.8,3,1,High,Healthy,0.61,No Alert,No Change
TH01204,44,16,37.4,3,3,High,Healthy,0.66,No Alert,No Change
TH01205,50,15,37.6,2,3,High,Healthy,0.21,No Alert,No Change
TH01206,45,13,38.0,1,2,High,Healthy,0.77,No Alert,No Change
TH01207,40,12,36.9,4,1,Medium,Healthy,0.77,No Alert,No Change
TH01208,43,14,37.0,2,2,High,Healthy,0.29,No Alert,No Change
TH01209,44,13,36.5,2,4,Medium,Critical,0.66,Emergency,Veterinary Checkup
TH01210,41,14,37.2,5,3,High,Healthy,0.65,No Alert,No Change
TH01211,42,11,38.2,4,3,High,Healthy,0.75,No Alert,No Change
TH01212,60,18,37.4,1,4,High,Healthy,0.27,No Alert,No Change
TH01213,50,18,36.8,9,1,Medium,Healthy,0.7,No Alert,No Change
TH01214,42,15,37.3,4,3,High,Healthy,0.42,No Alert,No Change
TH01215,51,16,36.8,5,3,Medium,Healthy,0.61,No Alert,No Change
TH01216,41,12,36.9,7,1,Medium,Healthy,0.82,No Alert,No Change
TH01217,56,17,37.7,2,2,High,Healthy,0.76,No Alert,No Change
TH01218,48,15,36.9,8,4,Medium,Healthy,0.3,No Alert,No Change
TH01219,43,16,38.1,2,1,High,Healthy,0.67,No Alert,No Change
TH01220,49,18,37.5,5,4,High,Healthy,0.98,No Alert,No Change
TH01221,30,9,37.5,2,4,Medium,Critical,0.33,Emergency,Veterinary Checkup
TH01222,33,9,37.4,2,3,Medium,Critical,0.88,Emergency,Veterinary Checkup
TH01223,33,12,37.9,4,1,Medium,Critical,0.76,Emergency,Veterinary Checkup
TH01224,46,14,37.9,4,4,High,Healthy,0.82,No Alert,No Change
TH01225,62,20,37.7,8,2,High,Healthy,0.43,No Alert,No Change
TH01226,67,25,37.8,6,4,Low,Healthy,0.43,No Alert,No Change
TH01227,51,19,37.4,8,3,High,Healthy,0.92,No Alert,No Change
TH01228,50,17,37.8,7,2,High,Healthy,0.49,No Alert,No Change
TH01229,30,8,37.3,4,2,Medium,Critical,0.25,Emergency,Veterinary Checkup
TH01230,39,13,37.5,2,1,High,Critical,0.68,Emergency,Veterinary Checkup
TH01231,37,14,37.4,9,2,High,Critical,0.3,Emergency,Veterinary Checkup
TH01232,38,12,37.3,2,1,High,Critical,0.84,Emergency,Veterinary Checkup
TH01233,43,17,37.2,1,1,High,Healthy,0.71,No Alert,No Change
TH01234,40,16,37.7,8,2,High,Healthy,0.9,No Alert,No Change
TH01235,30,13,38.2,9,1,Medium,Critical,0.83,Emergency,Veterinary Checkup
TH01236,52,18,38.1,1,1,High,Healthy,0.29,No Alert,No Change
TH01237,34,13,36.9,7,2,Medium,Critical,0.5,Emergency,Veterinary Checkup
TH01238,47,18,38.1,2,3,High,Healthy,0.82,No Alert,No Change
TH01239,65,23,37.3,6,4,High,Healthy,0.53,No Alert,No Change
TH01240,35,11,37.8,5,1,High,Critical,0.98,Emergency,Veterinary Checkup
TH01241,30,9,37.0,1,1,Medium,Critical,0.79,Emergency,Veterinary Checkup
TH01242,42,14,37.6,2,2,High,Healthy,0.21,No Alert,No Change
TH01243,56,16,37.7,2,4,High,Healthy,0.9,No Alert,No Change
TH01244,64,21,36.8,6,4,Medium,Healthy,0.28,No Alert,No Change
TH01245,32,13,37.8,1,1,Medium,Critical,0.31,Emergency,Veterinary Checkup
TH01246,49,12,38.2,4,2,High,Healthy,0.79,No Alert,No Change
TH01247,40,16,37.4,5,3,High,Healthy,0.89,No Alert,No Change
TH01248,43,17,38.2,2,4,High,Healthy,0.63,No Alert,No Change
TH01249,71,23,37.4,2,3,Low,Critical,0.43,Emergency,Veterinary Checkup
TH01250,30,11,37.9,7,2,Medium,Critical,0.48,Emergency,Veterinary Checkup
TH01251,47,16,36.5,7,3,Medium,Critical,0.47,Emergency,Veterinary Checkup
TH01252,49,19,38.7,6,2,High,Healthy,0.46,No Alert,No Change
TH01253,55,20,38.2,1,1,High,Healthy,0.39,No Alert,No Change
TH01254,45,12,37.4,3,3,High,Healthy,0.69,No Alert,No Change
TH01255,48,17,36.5,9,1,Medium,Critical,0.92,Emergency,Veterinary Checkup
TH01256,41,13,37.6,1,1,High,Healthy,0.45,No Alert,No Change
TH01257,47,16,36.8,2,2,Medium,Healthy,0.35,No Alert,No Change
TH01258,41,12,37.7,8,3,High,Healthy,0.87,No Alert,No Change
TH01259,51,20,37.7,7,4,High,Healthy,0.79,No Alert,No Change
TH01260,41,16,37.0,9,3,High,Healthy,0.94,No Alert,No Change
TH01261,48,15,38.1,4,4,High,Healthy,0.33,No Alert,No Change
TH01262,44,12,37.9,4,1,High,Healthy,0.32,No Alert,No Change
TH01263,56,18,38.0,7,1,High,Healthy,0.63,No Alert,No Change
TH01264,44,16,37.5,1,2,High,Healthy,0.69,No Alert,No Change
TH01265,30,10,36.8,9,4,Medium,Critical,0.58,Emergency,Veterinary Checkup
TH01266,57,22,38.0,2,3,High,Healthy,0.68,No Alert,No Change
TH01267,35,13,37.4,1,2,High,Critical,0.34,Emergency,Veterinary Checkup
TH01268,38,15,36.8,7,2,Medium,Critical,0.58,Emergency,Veterinary Checkup
TH01269,39,14,38.2,6,2,High,Critical,0.73,Emergency,Veterinary Checkup
TH01270,58,17,38.5,3,3,High,Healthy,0.55,No Alert,No Change
TH01271,30,10,37.5,1,2,Medium,Critical,0.74,Emergency,Veterinary Checkup
TH01272,76,27,38.6,5,3,Low,Critical,0.56,Emergency,Veterinary Checkup
TH01273,55,18,37.5,4,2,High,Healthy,0.47,No Alert,No Change
TH01274,47,17,37.3,5,4,High,Healthy,0.44,No Alert,No Change
TH01275,44,14,37.2,1,1,High,Healthy,0.53,No Alert,No Change
TH01276,47,14,38.3,1,4,High,Healthy,0.22,No Alert,No Change
TH01277,50,16,37.1,5,4,High,Healthy,0.73,No Alert,No Change
TH01278,51,18,37.9,6,2,High,Healthy,0.88,No Alert,No Change
TH01279,50,15,37.2,5,4,High,Healthy,0.48,No Alert,No Change
TH01280,45,15,37.3,2,4,High,Healthy,0.24,No Alert,No Change
TH01281,43,12,38.0,9,4,High,Healthy,0.99,No Alert,No Change
TH01282,43,17,37.3,5,2,High,Healthy,0.41,No Alert,No Change
TH01283,43,14,37.3,5,3,High,Healthy,0.3,No Alert,No Change
TH01284,56,22,38.1,9,1,High,Healthy,0.5,No Alert,No Change
TH01285,50,20,38.3,3,1,High,Healthy,0.79,No Alert,No Change
TH01286,30,10,37.8,5,3,Medium,Critical,0.44,Emergency,Veterinary Checkup
TH01287,51,15,37.2,5,3,High,Healthy,0.66,No Alert,No Change
TH01288,46,11,37.2,2,4,High,Healthy,0.53,No Alert,No Change
TH01289,44,12,37.5,4,1,High,Healthy,0.29,No Alert,No Change
TH01290,41,11,37.7,2,3,High,Healthy,0.46,No Alert,No Change
TH01291,56,21,37.0,5,4,High,Healthy,0.78,No Alert,No Change
TH01292,54,18,37.9,2,1,High,Healthy,0.69,No Alert,No Change
TH01293,37,13,37.5,9,2,High,Critical,0.3,Emergency,Veterinary Checkup
TH01294,49,12,36.6,6,2,Medium,Critical,0.33,Emergency,Veterinary Checkup
TH01295,35,9,37.0,8,1,High,Critical,0.71,Emergency,Veterinary Checkup
TH01296,31,12,37.2,9,1,Medium,Critical,0.85,Emergency,Veterinary Checkup
TH01297,38,13,37.5,8,2,High,Critical,0.48,Emergency,Veterinary Checkup
TH01298,53,17,38.4,5,2,High,Healthy,0.68,No Alert,No Change
TH01299,54,19,37.6,5,1,High,Healthy,0.34,No Alert,No Change
TH01300,50,20,37.1,6,4,High,Healthy,0.45,No Alert,No Change
TH01301,52,17,37.6,1,3,High,Healthy,0.22,No Alert,No Change
TH01302,50,17,37.3,8,3,High,Healthy,0.81,No Alert,No Change
TH01303,38,13,37.7,2,1,High,Critical,0.52,Emergency,Veterinary Checkup
TH01304,49,21,37.8,6,3,High,Healthy,0.85,No Alert,No Change
TH01305,53,13,38.1,9,2,High,Healthy,0.77,No Alert,No Change
TH01306,52,19,37.5,3,2,High,Healthy,0.86,No Alert,No Change
TH01307,56,18,38.3,2,3,High,Healthy,0.43,No Alert,No Change
TH01308,52,18,38.0,5,1,High,Healthy,0.35,No Alert,No Change
TH01309,48,15,37.1,9,2,High,Healthy,0.98,No Alert,No Change
TH01310,55,18,38.6,6,4,High,Healthy,0.77,No Alert,No Change
TH01311,44,16,37.7,8,4,High,Healthy,0.87,No Alert,No Change
TH01312,36,18,37.1,8,2,High,Critical,0.21,Emergency,Veterinary Checkup
TH01313,43,16,38.3,7,2,High,Healthy,0.48,No Alert,No Change
TH01314,37,11,38.5,5,3,High,Critical,0.79,Emergency,Veterinary Checkup
TH01315,38,12,37.5,2,1,High,Critical,0.26,Emergency,Veterinary Checkup
TH01316,43,13,37.2,5,3,High,Healthy,0.65,No Alert,No Change
TH01317,37,9,37.4,7,1,High,Critical,0.54,Emergency,Veterinary Checkup
TH01318,41,13,37.9,7,4,High,Healthy,0.21,No Alert,No Change
TH01319,30,11,38.1,2,4,Medium,Critical,0.39,Emergency,Veterinary Checkup
TH01320,47,13,37.8,7,1,High,Healthy,0.43,No Alert,No Change
TH01321,45,17,37.6,6,3,High,Healthy,0.29,No Alert,No Change
TH01322,36,13,38.2,7,2,High,Critical,0.71,Emergency,Veterinary Checkup
TH01323,51,16,37.3,8,1,High,Healthy,0.39,No Alert,No Change
TH01324,54,18,38.0,4,3,High,Healthy,0.42,No Alert,No Change
TH01325,30,13,37.4,1,4,Medium,Critical,0.92,Emergency,Veterinary Checkup
TH01326,37,14,37.7,8,2,High,Critical,0.57,Emergency,Veterinary Checkup
TH01327,37,12,37.4,8,4,High,Critical,0.51,Emergency,Veterinary Checkup
TH01328,35,11,37.5,3,1,High,Critical,0.78,Emergency,Veterinary Checkup
TH01329,53,18,37.3,3,4,High,Healthy,0.93,No Alert,No Change
TH01330,43,13,38.2,5,4,High,Healthy,0.22,No Alert,No Change
TH01331,42,10,37.1,3,1,High,Healthy,0.56,No Alert,No Change
TH01332,30,14,37.1,5,2,Medium,Critical,0.69,Emergency,Veterinary Checkup
TH01333,51,17,38.6,8,1,High,Healthy,0.45,No Alert,No Change
TH01334,32,11,38.0,1,3,Medium,Critical,0.82,Emergency,Veterinary Checkup
TH01335,45,15,36.5,2,1,Medium,Critical,0.98,Emergency,Veterinary Checkup
TH01336,47,14,37.2,2,1,High,Healthy,0.95,No Alert,No Change
TH01337,58,19,36.6,4,2,Medium,Critical,0.41,Emergency,Veterinary Checkup
TH01338,31,8,37.0,9,3,Medium,Critical,0.38,Emergency,Veterinary Checkup
TH01339,30,15,36.5,2,4,Medium,Critical,0.97,Emergency,Veterinary Checkup
TH01340,46,13,37.4,9,4,High,Healthy,0.57,No Alert,No Change
TH01341,63,19,36.9,7,4,Medium,Healthy,0.37,No Alert,No Change
TH01342,57,18,37.5,8,4,High,Healthy,0.77,No Alert,No Change
TH01343,47,18,36.7,1,2,Medium,Critical,0.43,Emergency,Veterinary Checkup
TH01344,40,13,37.5,5,3,High,Healthy,0.41,No Alert,No Change
TH01345,53,15,37.3,9,2,High,Healthy,0.9,No Alert,No Change
TH01346,35,14,38.3,4,1,High,Critical,0.33,Emergency,Veterinary Checkup
TH01347,49,18,38.2,2,3,High,Healthy,0.25,No Alert,No Change
TH01348,50,18,37.9,6,3,High,Healthy,0.42,No Alert,No Change
TH01349,55,20,37.3,2,4,High,Healthy,0.69,No Alert,No Change
TH01350,72,29,38.5,3,4,Low,Critical,0.3,Emergency,Veterinary Checkup
TH01351,48,20,36.7,8,4,Medium,Critical,0.58,Emergency,Veterinary Checkup
TH01352,39,12,36.8,3,4,Medium,Critical,0.7,Emergency,Veterinary Checkup
TH01353,44,18,37.5,2,1,High,Healthy,0.88,No Alert,No Change
TH01354,30,11,38.6,6,4,Medium,Critical,0.38,Emergency,Veterinary Checkup
TH01355,38,14,37.4,3,2,High,Critical,0.85,Emergency,Veterinary Checkup
TH01356,40,10,37.4,1,3,High,Healthy,0.39,No Alert,No Change
TH01357,39,13,36.8,3,1,Medium,Critical,0.74,Emergency,Veterinary Checkup
TH01358,46,14,38.0,6,1,High,Healthy,0.54,No Alert,No Change
TH01359,36,14,38.0,3,3,High,Critical,0.29,Emergency,Veterinary Checkup
TH01360,56,21,37.9,9,3,High,Healthy,0.77,No Alert,No Change
TH01361,45,11,37.2,7,3,High,Healthy,0.37,No Alert,No Change
TH01362,44,15,37.1,5,1,High,Healthy,0.34,No Alert,No Change
TH01363,41,16,36.9,2,2,Medium,Healthy,0.49,No Alert,No Change
TH01364,46,15,37.5,9,2,High,Healthy,0.72,No Alert,No Change
TH01365,53,19,37.0,5,3,High,Healthy,0.39,No Alert,No Change
TH01366,36,13,36.9,7,1,Medium,Critical,0.35,Emergency,Veterinary Checkup
TH01367,38,13,37.3,9,4,High,Critical,0.21,Emergency,Veterinary Checkup
TH01368,41,13,37.3,4,1,High,Healthy,0.58,No Alert,No Change
TH01369,31,8,37.2,9,3,Medium,Critical,0.54,Emergency,Veterinary Checkup
TH01370,36,10,37.7,1,1,High,Critical,0.39,Emergency,Veterinary Checkup
TH01371,40,15,37.5,6,1,High,Healthy,0.24,No Alert,No Change
TH01372,53,18,37.4,2,1,High,Healthy,0.54,No Alert,No Change
TH01373,47,15,37.6,8,4,High,Healthy,0.83,No Alert,No Change
TH01374,46,14,37.0,5,3,High,Healthy,0.77,No Alert,No Change
TH01375,53,17,37.6,3,3,High,Healthy,0.89,No Alert,No Change
TH01376,43,16,37.6,2,3,High,Healthy,0.21,No Alert,No Change
TH01377,48,15,36.7,8,2,Medium,Critical,0.97,Emergency,Veterinary Checkup
TH01378,43,12,38.0,7,2,High,Healthy,0.47,No Alert,No Change
TH01379,47,17,37.1,9,3,High,Healthy,0.99,No Alert,No Change
TH01380,39,13,37.5,8,1,High,Critical,0.4,Emergency,Veterinary Checkup
TH01381,30,10,38.1,4,1,Medium,Critical,0.58,Emergency,Veterinary Checkup
TH01382,43,18,38.0,2,3,High,Healthy,0.48,No Alert,No Change
TH01383,59,20,37.5,2,4,High,Healthy,0.48,No Alert,No Change
TH01384,54,19,37.3,2,4,High,Healthy,0.87,No Alert,No Change
TH01385,54,16,38.0,6,1,High,Healthy,0.8,No Alert,No Change
TH01386,57,19,37.8,7,1,High,Healthy,0.99,No Alert,No Change
TH01387,45,16,37.2,6,2,High,Healthy,0.69,No Alert,No Change
TH01388,46,12,37.1,2,4,High,Healthy,0.57,No Alert,No Change
TH01389,38,13,36.5,4,1,Medium,Critical,0.27,Emergency,Veterinary Checkup
TH01390,41,14,37.6,3,1,High,Healthy,1.0,No Alert,No Change
TH01391,51,17,37.5,4,3,High,Healthy,0.64,No Alert,No Change
TH01392,57,21,38.1,5,2,High,Healthy,0.76,No Alert,No Change
TH01393,43,15,37.7,7,4,High,Healthy,0.53,No Alert,No Change
TH01394,40,16,38.2,9,4,High,Healthy,0.64,No Alert,No Change
TH01395,45,13,37.2,2,2,High,Healthy,0.95,No Alert,No Change
TH01396,51,17,38.1,8,1,High,Healthy,0.33,No Alert,No Change
TH01397,30,10,37.2,3,4,Medium,Critical,0.43,Emergency,Veterinary Checkup
TH01398,30,8,37.9,9,4,Medium,Critical,0.32,Emergency,Veterinary Checkup
TH01399,39,15,36.8,4,4,Medium,Critical,0.83,Emergency,Veterinary Checkup
TH01400,32,15,37.6,3,3,Medium,Critical,0.25,Emergency,Veterinary Checkup
TH01401,39,13,36.5,6,2,Medium,Critical,0.27,Emergency,Veterinary Checkup
TH01402,43,15,37.4,9,4,High,Healthy,0.44,No Alert,No Change
TH01403,40,14,37.7,7,2,High,Healthy,0.61,No Alert,No Change
TH01404,59,18,37.2,4,1,High,Healthy,0.53,No Alert,No Change
TH01405,48,12,37.0,3,2,High,Healthy,0.24,No Alert,No Change
TH01406,48,15,37.9,4,3,High,Healthy,0.97,No Alert,No Change
TH01407,51,14,37.4,3,3,High,Healthy,0.96,No Alert,No Change
TH01408,33,14,37.3,3,2,Medium,Critical,0.42,Emergency,Veterinary Checkup
TH01409,55,18,37.5,9,3,High,Healthy,0.79,No Alert,No Change
TH01410,44,14,38.8,4,4,High,Healthy,0.66,No Alert,No Change
TH01411,51,19,38.1,9,3,High,Healthy,0.39,No Alert,No Change
TH01412,34,9,38.1,5,1,Medium,Critical,0.41,Emergency,Veterinary Checkup
TH01413,30,8,37.7,7,2,Medium,Critical,0.59,Emergency,Veterinary Checkup
TH01414,53,18,37.6,5,2,High,Healthy,0.54,No Alert,No Change
TH01415,48,18,36.5,1,1,Medium,Critical,0.43,Emergency,Veterinary Checkup
TH01416,35,13,37.2,2,1,High,Critical,0.85,Emergency,Veterinary Checkup
TH01417,36,12,37.3,5,1,High,Critical,0.59,Emergency,Veterinary Checkup
TH01418,56,19,36.6,6,1,Medium,Critical,0.72,Emergency,Veterinary Checkup
TH01419,33,12,36.9,7,4,Medium,Critical,0.35,Emergency,Veterinary Checkup
TH01420,61,21,36.5,2,3,Medium,Critical,0.63,Emergency,Veterinary Checkup
TH01421,35,10,37.5,9,3,High,Critical,0.45,Emergency,Veterinary Checkup
TH01422,51,17,37.9,6,4,High,Healthy,0.62,No Alert,No Change
TH01423,41,12,38.1,2,1,High,Healthy,0.82,No Alert,No Change
TH01424,51,17,37.7,2,2,High,Healthy,0.82,No Alert,No Change
TH01425,39,12,37.0,3,2,High,Critical,0.48,Emergency,Veterinary Checkup
TH01426,43,19,36.5,1,2,Medium,Critical,0.76,Emergency,Veterinary Checkup
TH01427,45,15,36.6,9,1,Medium,Critical,0.95,Emergency,Veterinary Checkup
TH01428,34,9,36.9,4,4,Medium,Critical,0.7,Emergency,Veterinary Checkup
TH01429,52,17,37.1,5,4,High,Healthy,0.32,No Alert,No Change
TH01430,39,14,37.4,7,4,High,Critical,0.74,Emergency,Veterinary Checkup
TH01431,42,17,37.0,1,3,High,Healthy,0.28,No Alert,No Change
TH01432,35,10,37.7,3,3,High,Critical,0.9,Emergency,Veterinary Checkup
TH01433,30,8,37.4,3,3,Medium,Critical,0.61,Emergency,Veterinary Checkup
TH01434,43,16,37.5,2,3,High,Healthy,0.51,No Alert,No Change
